Smiles,Actual pIC50,Predicted pIC50,Set
CC[C@@H](CN1C(C)(C)c2ccccc2S1(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.698970004,8.619014516300734,Train
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N([C@H](CN(C)S(=O)(=O)C2CC2)C2CC2)C1=O,9.0,8.977388121379995,Train
CC(C)C1=C(SC2=NC(C(N12)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)C(=O)N5CCNC(=O)C5,6.795880017,6.34270031619941,Train
CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)C=C3C(=O)NC(=S)NC3=O,6.142667504,5.922364184834277,Train
CC1=CC(=NC=C1)NC(C2=CC(=C(C=C2)OC)O)C3=C(C4=C(C=CC=N4)C=C3)O,5.37675071,5.357924120097237,Train
Cc1cc(Cl)ccc1C1c2c(nn(C3CCOCC3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,7.744727495,7.850405606747179,Train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(F)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,7.568636236,7.596846378519119,Train
CC1(CCC(CC1)NC(=O)[C@H]2[C@@H]([C@]3([C@@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=C(C(=CC=C5)Cl)F)O,8.096910013,7.5673427499268975,Train
COC(=O)C(C1=CC=C(C=C1)Cl)N2C(C(=S)NC3=C(C2=O)C=CC(=C3)NCC4=CC=C(C=C4)C(F)(F)F)C5=CC=C(C=C5)Cl,5.542118103,5.907876733567945,Train
CC(C)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@]1(C)c1ccc(Cl)cc1,7.73754891,8.10064423625089,Train
C1CC1CN2[C@@H]([C@@H](C[C@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,5.616184634,6.0515817670643735,Train
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(C(C)(O)CC(C)C)CC1)C(=O)C2,8.408935393,8.280432623117264,Train
CN(C)CCCN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Br.C(=O)(C(F)(F)F)O,5.124938737,5.767343814016607,Train
CC(C)(C)C[C@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,7.2069084,7.63615652983249,Train
COc1ccc(C(=O)N(C)C)cc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1C)N(c1cc(Cl)ccc1C)C2=O,9.568636236,9.39342113172653,Train
CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,7.283996656,7.523412528485989,Train
COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(C#N)cc2)N(c2cccc(Cl)c2F)C3=O)c(OC)n1,9.795880017,9.5470081839614,Train
C1CC(CCC1NC(=O)[C@H]2[C@@H]([C@]3(C4=C(C=C(C=C4)Cl)NC3=O)C5(N2)CCOCC5)C6=C(C(=CC=C6)Cl)F)O,5.301029996,6.111189612024804,Train
C1CCC2(C1)[C@@]3([C@H]([C@@H](N2)C(=O)NC4CCC(CC4)O)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,7.455931956,7.068237214360406,Train
CC(C)(C)OC(=O)[C@H](C1CC1)N2[C@@H]([C@H](C[C@@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.522878745,7.478533107072187,Train
CC[C@@H](C1=CC(=NO1)C)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.397940009,7.409138568916738,Train
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C[C@H]3CC[C@H](N)CC3)cc1)C2c1ccc(Cl)cc1,8.431798276,8.236002699735842,Train
CC[C@H](C)[C@@H](C(=O)OC1CCC(CC1)NC(=O)[C@H]2[C@@H]([C@@]3([C@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=C(C(=CC=C5)Cl)F)N,6.0,6.032331781246192,Train
C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)C)O,5.795880017,6.276737598073542,Train
CC(C)C[C@@H](C(=O)OC1CCC(CC1)NC(=O)[C@H]2[C@@H]([C@@]3([C@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=C(C(=CC=C5)Cl)F)N,5.522878745,5.752779939626671,Train
COC1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)COC1,8.025166045,8.031207507204181,Train
CC1=C(C(=NO1)C(=O)N2CCN(CC2)C(C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)[N+](=O)[O-],7.119186408,6.686710058492496,Train
C1CCN(C1)C(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=CC=C4)N,5.236572006,5.3565360093481935,Train
CC[C@@H](CNS(=O)(=O)c1ccc(C)cc1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.0,8.874791364035566,Train
C[C@H](O)[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.698970004,8.766508562181464,Train
CCOC(=O)CNC(=O)C[C@H]1C[C@@H]([C@H](N(C1=O)CC2CC2)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl,5.623423043,5.725064445551429,Train
CC[C@@H](C1=NC=CC=N1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.22184875,7.299334723824188,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CCN(CC3)S(=O)(=O)C)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,7.0,6.76448774552437,Train
C1=CC=C2C(=C1)C3=C(C(N4C(=NC=N4)N3CCC(=O)O)C5=CC=C(C=C5)Br)C(O2)C6=CC=C(C=C6)Br,6.292429824,6.232620737330727,Train
CC(C)C1=C(SC2=NC(C(N12)C3=CC=C(C=C3)Cl)(C)C4=CC=C(C=C4)Cl)C(=O)N5CCC[C@H]5C(=O)N(C)C,7.229147988,7.504081286788146,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CCC(CC3)O)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,7.2069084,6.930987045548708,Train
COC1=CC=CC=C1/C=C/C(=O)C2=NC3=CC=CC=C3N2,5.319664487,5.307305234543767,Train
C1CC1CN2[C@@H]([C@@H](O[C@H](C2=O)CCO)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,6.055517328,5.834745942268066,Train
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CC(=O)N(C)C4)CC3)cc1)C(=O)C2,8.744727495,8.634295665148462,Train
C1=CC=C(C=C1)C2=C(N(C=N2)CC3=CC=C(C=C3)Cl)C4=CNC5=C4C=CC(=C5)Cl,6.698970004,6.25862847334577,Train
CC[C@@H](CNS(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cncc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.337242168,8.338204954509834,Train
CC[C@@H](COCC1CC1)N1C(=O)[C@@](C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,8.698970004,8.261355789633308,Train
COC(=O)C(C1=CC=C(C=C1)Cl)N2C(C(=S)NC3=C(C2=O)C=C(C=C3)Cl)C4=CC=C(C=C4)Cl,5.050122296,5.164247219856493,Train
CC[C@@H]([C@@H](C)S(=O)(=O)CC)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.397940009,9.340076333746197,Train
CC[C@@H](COCC1CC1)N2[C@@H]([C@H](C[C@@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,7.522878745,7.14211329751422,Train
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(C)nnc2OC)C3=O)c(OC)n1,8.227238353,8.560880377870959,Train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,8.086186148,7.63615652983249,Train
CC[C@@H](CCC(C)(C(F)(F)F)O)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,8.0,7.8866042492405395,Train
CC[C@@H](CN1CCOCC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cn1,7.301029996,7.451841918593608,Train
CN(C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)s1,9.301029996,9.199857007392483,Train
C[C@@]1(C[C@@H]([C@H](N(C1=O)[C@H](CS(=O)(=O)N2CCC2)C3CC3)C4=CC=C(C=C4)Cl)C5=CC(=CC=C5)Cl)CC(=O)O,10.0,9.685659559242508,Train
Cc1cc(Cl)ccc1C1c2c(nn(-c3ccc(C(N)=O)cc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,7.93930216,8.312397150610458,Train
COc1cc(C(=O)OCOC(=O)NCC(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,8.086716098,8.034170421924514,Train
COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)sc32)[C@H]1c1cccc(Cl)c1F,8.15490196,7.824225086450567,Train
CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)/C=C/3\C(=O)NC(=S)N(C3=O)C4=CC=CC=C4,5.48148606,5.635732795302646,Train
CCC[C@@H](C(=O)OCC)N1[C@@H]([C@H](CCC1=O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,5.853871964,5.807141927516499,Train
CC(C)[C@@H](CN(C)S(=O)(=O)C1CC1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,9.698970004,9.313628179523153,Train
CC(C)(CCO)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CO)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,5.301029996,5.590070531769573,Train
C[C@@]1(C[C@@H]([C@H](N(C1=O)C(C2CC2)C3CC3)C4=CC=C(C=C4)Cl)C5=CC(=CC=C5)Cl)CC(=O)O,8.0,7.589578831727129,Train
CCN1CCN(CCn2nc3c(c2C(C)C)C(c2ccc(Cl)cc2)N(c2cccc(Cl)c2F)C3=O)C1=O,8.050609993,8.007511243156369,Train
CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)NCC(=O)N3CCOCC3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,5.081445469,5.246993691248942,Train
CC[C@@H](CN1C[C@H]2C[C@@H]1CO2)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.15490196,7.511103361276967,Train
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)C2CC2)C2CC2)C1=O,9.522878745,9.528706305762904,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCC(=O)CO)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,6.0,6.086389272223288,Train
CC(C)(C)C1=C(SC2=N[C@H]([C@H](N12)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)C(=O)N5CCNC(=O)C5,5.522878745,5.895100096260853,Train
CC[C@@H](CN1CCCC1=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.15490196,8.076902801251755,Train
CC[C@@H](CC(C)(C(F)(F)F)O)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,6.920818754,7.307581023891844,Train
CC[C@@H]([C@@H](C)O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.698970004,8.74942983930864,Train
C1=CC=C2C(=C1)C3=C(C(N4C(=NC=N4)N3)C5=CC=C(C=C5)Br)C(O2)C6=CC=C(C=C6)Br,5.411168274,5.570317844887281,Train
CC[C@@H](C1=NC2=CC=CC=C2S1)N3[C@@H]([C@H](C[C@](C3=O)(C)CC(=O)O)C4=CC(=CC=C4)Cl)C5=CC=C(C=C5)Cl,7.045757491,7.170932925011936,Train
CCCS(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](CC)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.698970004,9.627732555284856,Train
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=C(C=C(C=C3)C(=O)O)OC)C4=C(C(=CC=C4)Cl)F)C5=C(NC2=O)N=C(C=C5)Cl,7.744727495,7.6359091422808145,Train
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCC(F)(F)F)CC1,7.657577319,7.7064576569946315,Train
CCC1=C(SC2=N[C@H]([C@H](N12)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)C(=O)N5CCNC(=O)C5,5.744727495,5.797707583993414,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CO)O)C3=CC(=C(C=C3)F)F)C4=CC(=C(C=C4NC2=O)F)F,5.0,5.332641835809811,Train
CC(C)(C)NC(=O)Cc1ccc(Cl)c(F)c1-n1c(C2CCCCC2)nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1,8.698970004,8.57408751796085,Train
CC[C@@H](CC(C)(C)O)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,9.0,8.552459102085205,Train
CN1CCN(CCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1,7.590066877,7.663692527868511,Train
CC(C)c1c2c(nn1Cc1ncc[nH]1)C(=O)N(c1cccc(Cl)c1F)C2c1ccc(Cl)cc1,7.469800302,7.631336171806878,Train
CC[C@@H](CN1CCN(S(C)(=O)=O)CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.096910013,8.105343754824343,Train
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCCN3CCCCC3)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,5.0,5.248345064570494,Train
COc1nc(N(C)C)ncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)cnc1O)C2=O,9.853871964,9.667910023884021,Train
CCS(=O)(=O)C[C@H](C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.301029996,9.386992785517457,Train
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CNS(C)(=O)=O)C2CC2)C1=O,9.522878745,9.135367879051241,Train
CC[C@@H](CCS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.522878745,8.372752111951677,Train
CC[C@@H](C(=O)NC(C)(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,7.698970004,7.676282099591346,Train
CC1=CC(=CC=C1)C2=NC(=C(N2C3=C(C=CC(=C3)Cl)C)C4=CC(=CC=C4)Cl)C(=O)O,8.096910013,7.811855723167415,Train
C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CC4=CNC5=CC=CC=C54)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)C)O,7.318758763,7.1838304256539836,Train
COC(=O)C1=C(SC(=C1C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl)N,5.555955204,5.494875438433964,Train
Nc1nnc(-c2nc(C3CCCCC3)n(-c3cccc(Cl)c3F)c2-c2ccc(F)c(Cl)c2)o1,8.22184875,8.18221122709412,Train
COC1(c2nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCOc2cccnc21,8.130006,8.250132159696449,Train
CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](CC)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,10.0,9.876885159830554,Train
CC[C@@H](CC(C(F)(F)F)(O)O)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,8.0,7.92611028150141,Train
CC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,7.113509275,7.50275609025357,Train
CC[C@@H](CS(=O)(=O)C1CC1)N1C(=O)[C@@](CC)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.522878745,9.550915925224198,Train
C[C@@](CCNC(=O)[C@H]1[C@@H]([C@@]2([C@H](N1)CC(C)(C)C)C3=C(C=C(C=C3)Cl)NC2=O)C4=C(C(=CC=C4)Cl)F)(CO)O,5.522878745,5.695329892376551,Train
CC(F)(c1ccccc1C#N)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,9.288192771,9.196870335547562,Train
N=C(N)Nc1cccc(C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NC(c2ccccc2)c2ccccc2)c1,7.142667504,7.399687149733831,Train
COc1nc(N2CCC[C@H](O)C2)ncc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cccc(Cl)c1F)C2=O,9.496209317,9.024909583587931,Train
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NC4=CC(=C(C=C4)C(=O)O)F)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,8.142667504,7.92776662927665,Train
CC1(CC(C1)NC(=O)[C@H]2[C@@H]([C@]3([C@@H](N2)CC(C)(C)C)C4=CC(=C(C=C4NC3=O)F)F)C5=C(C(=CC=C5)Cl)F)O,7.455931956,6.984079636798415,Train
CC[C@@H](CCS(=O)(=O)C(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,8.0,8.206168131646985,Train
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)CC3CCCNC3)cc1)C2c1ccc(Cl)cc1,8.327902142,8.302247329575634,Train
CC(C)(CN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Br)O,6.431798276,6.24122256107353,Train
C=CC[C@H]1C(=O)N([C@@H]([C@@H](O1)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl)CC4CC4,5.853871964,5.722319257655288,Train
C1CCC(CC1)C[C@@H]2[C@]3([C@H]([C@@H](N2)C(=O)NCC[C@@H](CO)O)C4=CC(=CC=C4)Cl)C5=CC(=C(C=C5NC3=O)Cl)F,6.0,5.815726167290922,Train
CC1(CC(C1)NC(=O)[C@H]2[C@@H]([C@]3([C@@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=C(C=CC(=C5)Cl)F)O,6.798602876,6.871846864801547,Train
CCCN1[C@@H]([C@H](C[C@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,6.387216143,6.270767250820268,Train
COc1ccc(C(=O)N2CCOCC2)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,9.823908741,9.742959353452703,Train
C[C@H]1CC[C@H](N1C(=O)C2=C(N3[C@@H]([C@](N=C3S2)(C)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C(C)C)C(=O)N(C)C,7.853871964,7.7128074518082075,Train
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCNS(C)(=O)=O)CC1,7.337242168,7.898100881218772,Train
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(C(C)=O)CC1,7.638272164,7.659208272733051,Train
COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,7.214670165,7.4642453237616735,Train
COc1cc(C(=O)O)ccc1NC(=O)[C@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)sc32)[C@@H]1c1cccc(Cl)c1F,7.244125144,7.709282637897141,Train
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)C2CCCC2)C2CC2)C1=O,9.698970004,9.676076422621577,Train
COc1cc(C(=O)OC(C)OC(=O)N2CCS(=O)(=O)CC2)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,7.920818754,8.10246094353501,Train
CCC(CC)N1[C@@H]([C@H](C[C@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,6.568636236,6.6160414589376,Train
CC[C@@H](C(=O)OCC)N1[C@@H]([C@H](CCC1=O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,6.026872146,5.749947353635336,Train
C1=CC=C(C=C1)C2=CC(=C(N2C3=CC=C(C=C3)Cl)C4=CC=CC=C4)/C=C/5\C(=O)NC(=S)N(C5=O)C6=CC(=CC=C6)Cl,6.787812396,6.833187310788435,Train
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(F)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,7.209714836,7.359732454748873,Train
CC[C@@H](CN1CCOC(C1)(C)C)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,8.0,7.963800139410205,Train
CC[C@@H](CNCC(F)(F)F)N1[C@@H]([C@H](C[C@@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,6.769551079,6.85398175984837,Train
C1CCC(CC1)C2=NC(=C(N2C3=C(C(=CC=C3)Cl)F)C4=CC(=C(C=C4)F)Cl)C(=O)N,7.744727495,7.236495800706009,Train
COc1cnc(CC#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)cn(C)c1=O)C2=O,8.962573502,8.982729843497202,Train
C1CCC(C1)NC(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N,5.168130226,5.318179801929009,Train
CC[C@@H](CN(C)S(=O)(=O)C)N1C([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,8.0,8.040709469437362,Train
CC[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.698970004,9.678151527810474,Train
CN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=C2C=CC=C5Cl)C6=CC=C(C=C6)Br,5.455931956,5.64040610584116,Train
CC[C@@H](COCC1(CC1)C(=O)N)N2[C@@H]([C@H](C[C@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,6.619788758,6.730504727952494,Train
CC[C@@H](CN1CCOCC1C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,8.698970004,8.490573894550842,Train
CC(C)OC1=C(C=C2CC(=O)N([C@H](C2=C1)C3=CC=C(C=C3)Cl)C4=CN=C(C=C4)N(C)CC5CCC(CC5)N6CC(=O)N(C6)C)OC,7.943095149,8.004405988128516,Train
